step,lr,epoch,train_loss,train_acc,train_f1,mixup_e
193,0.0009117662988142125,193,0.27679718367884276,0.9098574010939132,0.5020887567843794,true
194,0.0009108732043147939,194,0.29879620925239364,0.9175760010366861,0.4121213433712,true
195,0.000909976054662725,195,0.28461154877538825,0.9198791351172899,0.3662990863937766,true
196,0.0009090748587125104,196,0.2621516538053782,0.9263522268353559,0.4900912926691479,true
197,0.0009081696253585908,197,0.2645319715596137,0.9154006929088913,0.43019677261237094,true
198,0.0009072603635352535,198,0.3713538786051826,0.9082992758394408,0.41960748396185554,true
199,0.0009063470822165457,199,0.30130420968635274,0.9128501888539919,0.4026152333728004,true
200,0.0009054297904161855,200,0.26948457569935075,0.9177331496282909,0.45141899521798967,true
201,0.0009045084971874724,201,0.2776534291686665,0.9192064316361809,0.39702292586274235,true
202,0.0009035832116231988,202,0.28654916522598034,0.9289120690973798,0.3953899378113773,true
203,0.0009026539428555596,203,0.2706051469326068,0.9192640369156745,0.4890530222309681,true
204,0.0009017207000560626,204,0.2957812102509073,0.9182420076711985,0.4564394991726635,true
205,0.000900783492435437,205,0.27011351058020067,0.9193688532947775,0.5313813436398985,true
206,0.0008998423292435441,206,0.2619057248238997,0.9164672082527566,0.5471642466538766,true
207,0.0008988972197692842,207,0.2928538332297607,0.9199504382146342,0.4521283308858432,true
208,0.0008979481733405066,208,0.3064987549008764,0.9113944519166264,0.38243785813797243,true
209,0.0008969951993239164,209,0.3445926677927573,0.9148412853218282,0.3720951130489007,true
210,0.0008960383071249824,210,0.34670967134493225,0.9130459232668864,0.37555944501694327,true
211,0.0008950775061878439,211,0.2923392353101586,0.9153864853304943,0.4358167129127211,true
212,0.0008941128059952187,212,0.2821465693747355,0.9149072446567266,0.40304659071308324,true
213,0.0008931442160683081,213,0.2914679005361241,0.922741979221235,0.48830235148171136,true
214,0.0008921717459667036,214,0.28853627434306883,0.924206831499713,0.4021432433714282,true
215,0.0008911954052882926,215,0.30619661283858857,0.9124718627157362,0.37069172783218235,true
216,0.0008902152036691634,216,0.3742151006361539,0.9069693541255138,0.36761794112404955,true
217,0.0008892311507835103,217,0.3070376618405981,0.9168069608212924,0.40159701602849524,true
218,0.0008882432563435378,218,0.3000267894949665,0.9154784193787455,0.3820568343054648,true
219,0.0008872515300993655,219,0.27212743661559397,0.921511227298061,0.42067076612373466,true
220,0.0008862559818389307,220,0.2617591767414131,0.9202476644154505,0.4557690086973886,true
221,0.0008852566213878929,221,0.2814552496156992,0.9222463834810107,0.4369037025081069,true
222,0.0008842534586095366,222,0.308037656523452,0.9156072613893059,0.3850596105974415,true
223,0.0008832465034046733,223,0.2795069522983537,0.9107660683378164,0.395610179234309,true
224,0.0008822357657115442,224,0.2719368505745232,0.9207582380244668,0.39204990461482503,true
225,0.0008812212555057223,225,0.25018209931331364,0.9250273164464026,0.4049161680970442,true
226,0.000880202982800014,226,0.2677435667693163,0.9129580960920305,0.4072665203845921,true
227,0.0008791809576443595,227,0.27783517171588823,0.9281818158368212,0.4934705619009304,true
228,0.0008781551901257345,228,0.24663431913477732,0.9230696222169448,0.45473033240502947,true
229,0.0008771256903680505,229,0.26068611547044457,0.9243912676707707,0.4412700294712352,true
230,0.0008760924685320542,230,0.2643267367104654,0.9148542464436943,0.42191468992092684,true
231,0.0008750555348152283,231,0.2741138254867236,0.9162113327884583,0.40756650082312307,true
232,0.0008740148994516897,232,0.2329414186467271,0.9298935040856594,0.4129104110702562,true
233,0.0008729705727120896,233,0.2879663084534847,0.923540103927419,0.3869963294624791,true
234,0.000871922564903511,234,0.3034815205345412,0.9091757331434968,0.411903450748167,true
235,0.0008708708863693681,235,0.2799451465253104,0.9214587115284707,0.40167701802370487,true
236,0.0008698155474893034,236,0.2609965986716329,0.9224933647385382,0.4261000706084402,true
237,0.0008687565586790856,237,0.24275768445466075,0.9210805002432706,0.4041734050319209,true
238,0.0008676939303905066,238,0.24110187295805857,0.9239081148932636,0.41908954641676605,true
239,0.0008666276731112787,239,0.31604343076809444,0.9122123716962965,0.37136010721920215,true
240,0.0008655577973649307,240,0.29196041563367764,0.918801773194584,0.37262456474259137,true
241,0.0008644843137107043,241,0.25767971544888285,0.9170205173287229,0.39451224699422827,true
242,0.00086340723274345,242,0.29014832443210203,0.9123240992595304,0.39028341922147874,true
243,0.000862326565093522,243,0.24772233112113032,0.9224961895695708,0.3934426801660484,true
244,0.0008612423214266735,244,0.2202990051296199,0.9298375267064481,0.5122280585494853,true
245,0.000860154512443952,245,0.2592563472826529,0.9198236397486028,0.4386860138268887,true
246,0.000859063148881593,246,0.26163235503514415,0.9140465171561487,0.5338648677106457,true
247,0.0008579682415109142,247,0.23139215223117462,0.9229501530469219,0.44972035952069606,true
248,0.0008568698011382094,248,0.25932891118571916,0.9115564664594541,0.43178469848896756,true
249,0.0008557678386046416,249,0.23609180066685004,0.9286675008363138,0.43574738453982725,true
250,0.0008546623647861356,250,0.2697958224033009,0.9318636830110969,0.43913847347049995,true
251,0.0008535533905932725,251,0.26718618181415354,0.9161928678977787,0.5024425750181216,true
252,0.0008524409269711795,252,0.23782676631255256,0.9186009894032534,0.4552082712415794,true
253,0.0008513249848994234,253,0.2539713861609053,0.9159911381813578,0.5437414770236396,true
254,0.0008502055753919019,254,0.2239569332689917,0.9285144631009468,0.48773453269294975,true
255,0.0008490827094967352,255,0.24264847130358552,0.9165203480298642,0.4799968293008322,true
256,0.0008479563982961559,256,0.2312290871306091,0.9261037425309997,0.5567980405876974,true
257,0.0008468266529064013,257,0.2663223237215923,0.9167989019291493,0.4377289544025727,true
258,0.000845693484477602,258,0.26331255463569164,0.9186684088395486,0.4809891916169694,true
259,0.0008445569041936732,259,0.22937635727738456,0.9265290265986162,0.5582983161478171,true
260,0.0008434169232722031,260,0.22780739424836538,0.9199985753684131,0.4115054985009466,true
261,0.0008422735529643433,261,0.2215634417767109,0.9239384074407881,0.41892399714194817,true
262,0.0008411268045546973,262,0.23940096252247264,0.9169426425412778,0.4315080373299323,true
263,0.0008399766893612086,263,0.26723164920935893,0.9170108025265247,0.44971916778520094,true
264,0.0008388232187350503,264,0.2778109088340529,0.9233293770564074,0.42824045939207483,true
265,0.0008376664040605113,265,0.2324709976028988,0.9226660931709432,0.4223539893227188,true
266,0.0008365062567548858,266,0.23224620851641795,0.9286801917309756,0.4684016024029152,true
267,0.0008353427882683592,267,0.2341085599688959,0.9144365289975481,0.4013890499093116,true
268,0.0008341760100838957,268,0.24168632884985353,0.9182662762993392,0.41068936547482576,true
269,0.000833005933717125,269,0.26899587957894433,0.9089777421040002,0.46527036426667107,true
270,0.0008318325707162285,270,0.23225732351367864,0.9221960827346353,0.47863266112570785,true
271,0.0008306559326618251,271,0.26248249164701504,0.9056096920938314,0.4423277030679372,true
272,0.0008294760311668577,272,0.24323832158889971,0.9195634993093793,0.4275702769990432,true
273,0.0008282928778764774,273,0.23045778290635258,0.9241690159255266,0.45768637213218094,true
274,0.0008271064844679296,274,0.20771995386691927,0.9359558466435496,0.4520159041791457,true
275,0.0008259168626504385,275,0.25199847975949996,0.9144132425729976,0.5291789286443916,true
276,0.0008247240241650909,276,0.2512757438320596,0.9163163914715764,0.4485356069555775,true
277,0.0008235279807847213,277,0.21073795990704128,0.924818097384314,0.41521207680329475,true
278,0.0008223287443137948,278,0.21888790732296376,0.9212570218136418,0.4707825380273426,true
279,0.0008211263265882914,279,0.23431124808384712,0.9165035946358673,0.5658537862242927,true
280,0.0008199207394755884,280,0.22102465380419994,0.9300988671068458,0.4890620200042086,true
281,0.0008187119948743441,281,0.21932312025940096,0.9290548950410732,0.41769442435441556,true
282,0.0008175001047143796,282,0.24448176877649824,0.9187517025439456,0.38600704448282463,true
283,0.0008162850809565615,283,0.23060651390376866,0.9221303433652006,0.5439640147206479,true
284,0.0008150669355926837,284,0.24460939366069934,0.9171553929993144,0.4486194462216467,true
285,0.0008138456806453493,285,0.21295729607994404,0.9226036422873567,0.5008165436092756,true
286,0.0008126213281678518,286,0.20420845016316944,0.9244351508890247,0.5012567929163029,true
287,0.0008113938902440554,287,0.21573052809052984,0.9220785546808227,0.46997775070948195,true
288,0.0008101633789882772,288,0.24478823122049223,0.9175423916904983,0.440502159431864,true
289,0.0008089298065451663,289,0.24626172719962738,0.9185348326579015,0.5209804451553947,true
290,0.0008076931850895849,290,0.21962136226295315,0.9234924006437204,0.46217262067111203,true
291,0.0008064535268264874,291,0.2419977687700715,0.923022530992236,0.4370607618661026,true
292,0.0008052108439908003,292,0.24459670941132358,0.912019290289415,0.4181995246032053,true
293,0.0008039651488473019,293,0.29229102154483516,0.9190659573445161,0.4120339351743776,true
294,0.0008027164536904999,294,0.2243992405903367,0.9250210028618115,0.4231213843178959,true
295,0.0008014647708445116,295,0.24637944286372,0.913350369928211,0.40356771710007483,true
296,0.0008002101126629411,296,0.23173492357261313,0.9217757232785847,0.4191513110177357,true
297,0.0007989524915287586,297,0.2510760289475804,0.9132643897099741,0.401996587998804,true
298,0.0007976919198541766,298,0.25829611464129487,0.9207133358912049,0.4421469665440177,true
299,0.0007964284100805288,299,0.23559457549861754,0.9179238702485811,0.44234749612499735,true
300,0.0007951619746781464,300,0.20587433512444406,0.9314667790772354,0.4804500411753297,true
301,0.0007938926261462357,301,0.2177237623507612,0.9198449133657782,0.48768835049216824,true
302,0.0007926203770127542,302,0.20429415473427578,0.9268865742909177,0.46669691742406466,true
303,0.0007913452398342871,303,0.22694619351466885,0.9238322455535934,0.5755223667745083,true
304,0.0007900672271959238,304,0.21029048110300286,0.9293665273996179,0.48685808239689693,true
305,0.000788786351711133,305,0.2165625400993772,0.9198932051577459,0.41700640757644714,true
306,0.0007875026260216385,306,0.2519070280478141,0.9108562079856527,0.43448993654866463,true
307,0.0007862160627972946,307,0.23221680478808548,0.9199013514559649,0.4684686430111168,true
308,0.000784926674735961,308,0.22469522995554078,0.9172165799797882,0.5509290219704551,true
309,0.0007836344745633775,309,0.26349528834823743,0.904224084397571,0.5297078894333537,true
310,0.0007823394750330377,310,0.22756216398525406,0.9301486001682918,0.4792333669345465,true
311,0.0007810416889260644,311,0.22022450871627283,0.9291176055453813,0.4513516133519881,true
312,0.0007797411290510826,312,0.20614488891943686,0.9275301502925127,0.576847977765941,true
313,0.0007784378082440932,313,0.20760357416077174,0.9284408918180989,0.49795277644484354,true
314,0.0007771317393683462,314,0.2345620536564302,0.9227189795180517,0.4324828862558591,true
315,0.0007758229353142144,315,0.22722534687546253,0.9186919237580409,0.47095044170620615,true
316,0.0007745114089990652,316,0.23246738647839912,0.9175478773633536,0.4587215444032386,true
317,0.0007731971733671338,317,0.2265528920770552,0.9203852719263611,0.5135710558704146,true
318,0.0007718802413893954,318,0.19850865567447248,0.9281322279759588,0.5048525375833447,true
319,0.000770560626063437,319,0.2261413755069934,0.9205660084263758,0.5909439412969139,true
320,0.0007692383404133291,320,0.20364779103448405,0.928206035242224,0.5548758847908818,true
321,0.0007679133974894973,321,0.22683411906026257,0.9214935991939293,0.4009644724242158,true
322,0.0007665858103685934,322,0.21509316408064527,0.9254209179977589,0.4429828485416447,true
323,0.0007652555921533661,323,0.21902644434969415,0.9120885667693107,0.4825827972264504,true
324,0.0007639227559725323,324,0.2340712639513708,0.9174934954156001,0.46993260816662447,true
325,0.0007625873149806469,325,0.19501162460938395,0.9355304449954962,0.45982594776628993,true
326,0.0007612492823579735,326,0.21830216738690023,0.9151567598246182,0.41464701892892786,true
